118,114,27,0
114,118,27,0
85,118,91,1
118,85,91,1
83,85,94,2
85,83,94,2
82,83,93,3
83,82,93,3
80,82,91,4
82,80,91,4
79,80,95,5
80,79,95,5
77,79,117,6
79,77,117,6
72,77,25,7
77,72,25,7
71,72,97,8
72,71,97,8
70,71,64,9
71,70,64,9
39,70,66,10
70,39,66,10
41,39,57,11
39,41,57,11
45,41,85,12
41,45,85,12
46,45,105,13
45,46,105,13
47,46,126,14
46,47,126,14
12,17,93,15
17,12,93,15
15,16,44,16
16,15,44,16
14,15,41,17
15,14,41,17
13,15,226,18
15,13,226,18
19,20,30,19
20,19,30,19
112,25,133,20
25,112,133,20
24,112,120,21
112,24,120,21
23,24,228,22
24,23,228,22
22,21,60,23
21,22,60,23
19,21,76,24
21,19,76,24
18,19,18,25
19,18,18,25
114,18,95,26
18,114,95,26
113,18,65,27
18,113,65,27
68,66,146,28
66,68,146,28
69,68,34,29
68,69,34,29
64,66,82,30
66,64,82,30
45,64,137,31
64,45,137,31
63,45,40,32
45,63,40,32
67,66,77,33
66,67,77,33
48,47,40,34
47,48,40,34
33,38,92,35
38,33,92,35
32,33,89,36
33,32,89,36
49,46,114,37
46,49,114,37
51,49,99,38
49,51,99,38
52,51,123,39
51,52,123,39
54,52,58,40
52,54,58,40
122,123,23,41
123,122,23,41
124,127,22,42
127,124,22,42
59,51,97,43
51,59,97,43
38,59,93,44
59,38,93,44
99,38,124,45
38,99,124,45
30,99,128,46
99,30,128,46
27,30,32,47
30,27,32,47
25,27,92,48
27,25,92,48
25,26,22,49
26,25,22,49
74,72,95,50
72,74,95,50
73,74,19,51
74,73,19,51
27,73,99,52
73,27,99,52
42,41,114,53
41,42,114,53
38,42,99,54
42,38,99,54
28,30,92,55
30,28,92,55
31,28,89,56
28,31,89,56
106,108,89,57
108,106,89,57
108,112,92,58
112,108,92,58
31,104,80,59
104,31,80,59
104,106,177,60
106,104,177,60
106,105,43,61
105,106,43,61
102,31,128,62
31,102,128,62
32,102,124,63
102,32,124,63
55,32,93,64
32,55,93,64
54,55,97,65
55,54,97,65
55,56,19,66
56,55,19,66
58,57,19,67
57,58,19,67
52,53,26,68
53,52,26,68
58,52,133,69
52,58,133,69
35,33,22,70
33,35,22,70
33,34,22,71
34,33,22,71
102,103,19,72
103,102,19,72
36,32,19,73
32,36,19,73
37,58,19,74
58,37,19,74
99,100,33,75
100,99,33,75
101,99,22,76
99,101,22,76
59,60,33,77
60,59,33,77
61,59,22,78
59,61,22,78
49,50,26,79
50,49,26,79
62,49,26,80
49,62,26,80
39,40,22,81
40,39,22,81
74,75,58,82
75,74,58,82
76,73,57,83
73,76,57,83
42,43,22,84
43,42,22,84
44,42,22,85
42,44,22,85
28,107,25,86
107,28,25,86
29,28,24,87
28,29,24,87
108,110,30,88
110,108,30,88
109,108,20,89
108,109,20,89
111,24,22,90
24,111,22,90
23,22,24,91
22,23,24,91
130,71,296,92
71,130,296,92
64,65,42,93
65,64,42,93
97,95,30,94
95,97,30,94
95,96,30,95
96,95,30,95
132,131,45,96
131,132,45,96
92,79,137,97
79,92,137,97
2,92,159,98
92,2,159,98
0,1,45,99
1,0,45,99
77,78,22,100
78,77,22,100
94,92,25,101
92,94,25,101
92,93,25,102
93,92,25,102
91,89,21,103
89,91,21,103
89,90,21,104
90,89,21,104
88,86,21,105
86,88,21,105
86,87,22,106
87,86,22,106
115,121,23,107
121,115,23,107
125,14,510,108
14,125,510,108
124,125,121,109
125,124,121,109
123,124,29,110
124,123,29,110
116,123,64,111
123,116,64,111
117,116,92,112
116,117,92,112
120,115,23,113
115,120,23,113
81,80,51,114
80,81,51,114
4,3,45,115
3,4,45,115
6,7,45,116
7,6,45,116
86,85,137,117
85,86,137,117
8,86,159,118
86,8,159,118
84,83,51,119
83,84,51,119
89,82,137,120
82,89,137,120
5,89,159,121
89,5,159,121
119,118,51,122
118,119,51,122
10,9,45,123
9,10,45,123
129,128,45,124
128,129,45,124
115,11,159,125
11,115,159,125
116,115,108,126
115,116,108,126
125,126,267,127
126,125,267,127
131,67,142,128
67,131,142,128
130,131,130,129
131,130,130,129
1,130,122,130
130,1,122,130
2,1,117,131
1,2,117,131
3,2,95,132
2,3,95,132
5,3,91,133
3,5,91,133
7,5,94,134
5,7,94,134
8,7,93,135
7,8,93,135
9,8,91,136
8,9,91,136
70,98,40,137
98,70,40,137
11,9,92,138
9,11,92,138
128,11,93,139
11,128,93,139
126,128,121,140
128,126,121,140
12,126,247,141
126,12,247,141
13,12,263,142
12,13,263,142
